aladdin_id,permid,issuer_name,exclusion_list,ovr_list,affected_portfolio_str,affected_benchmark_str
D95516,4297255637,Bluescope Steel (Finance) Ltd,"['str_004_asec', 'str_006_sec']",,[],[]
H09669,5045880043,CNOOC Finance (2015) USA LLC,"['str_004_asec', 'scs_002_ec']",,[],[]
R54285,4295904590,National Health Investors Inc,"['str_001_s', 'str_006_sec']",,[],[]
C06438,4295882050,Daekyo Co Ltd,['str_006_sec'],,[],[]
D20282,4295902251,XPO Inc,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec', 'scs_001_sec']",,[],[]
F88083,4295872404,Sunshield Chemicals Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
F66617,4295870240,Seven Principles AG,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
G53508,4296402395,Union Internationale De Banques SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F88267,4296393507,Tek Art Insaat Ticaret Turizm Sanayi Ve Yatirimlar AS,['str_001_s'],,[],[]
R57789,4295868684,STINAG Stuttgart Invest AG,"['str_002_ec', 'str_005_ec']",,[],[]
F88489,4295856719,Spirit Technology Solutions Ltd,['str_001_s'],,[],[]
C72732,4295864645,China Reform Culture Holdings Co Ltd,['str_001_s'],,[],[]
F87753,4295882973,Socfinaf SA,['scs_002_ec'],,[],[]
D43328,4295886066,Cerveceria San Juan SA,['str_005_ec'],{'str_005_ec': 'OK'},[],[]
F87257,4296862019,Waves Home Appliances Ltd,['str_001_s'],,[],[]
F77490,5000073580,Sugar Terminals Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
G17523,5000065222,UniCredit Bank ad Banja Luka,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F88644,5000036720,Unilever Cote d'Ivoire SA,['str_006_sec'],"{'str_006_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F89092,5037098423,Whiting USA Trust II,"['scs_001_sec', 'scs_002_ec']",,[],[]
G98298,4297943876,Unilever Caribbean Ltd,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
D46269,4295898805,Titon Holdings PLC,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,4295903144,Universal Compression Holdings Inc,['str_001_s'],,[],[]
,4298009746,Hanover Equipment Trust 2001A,['str_001_s'],,[],[]
,4296961140,MetroPCS Inc,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
G95514,5044197754,HKT Capital No 1 Ltd,['scs_002_ec'],,[],[]
G86437,4298268131,Helsingin Seudun Osuuspankki,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4296940556,Finning (UK) Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
C89663,4295865402,Innovation New Material Technology Co Ltd,['str_001_s'],,[],[]
G62963,4296385141,New Frontier Ventures Inc,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
R93544,5000053637,Banco BTG Pactual SA,"['str_004_asec', 'scs_002_ec']",,[],[]
F19794,5055465255,Total Energy Services Inc,['scs_001_sec'],,[],[]
R32175,4295881009,Capro Corp,['str_001_s'],,[],[]
C06552,4297113664,Sasol Financing International Ltd,['str_004_asec'],,[],[]
R45127,4295888186,Chasen Holdings Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
H38733,4298202541,Autopista del Sol Concesionaria Espanola SA,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
H21055,4295881224,Sunny Electronics Co Ltd,['str_001_s'],,[],[]
C15800,4295892467,Kinko Optical Co Ltd,['str_006_sec'],,[],[]
J62380,5052793429,Macro Group Pharmaceutical SAE,"['str_004_asec', 'scs_001_sec']",,[],[]
F63652,5001110775,SCG Chemicals PCL,['str_004_asec'],,[],[]
R47912,4295892131,Wintek Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
872375,4295903240,TECO Energy Inc,['scs_002_ec'],,[],[]
771367,4296558771,Rochester Gas and Electric Corp,['str_004_asec'],{'str_004_asec': 'OK'},[],[]
D36184,4295888078,First Real Estate Investment Trust,"['str_004_asec', 'scs_001_sec']",,[],[]
G04314,5037929171,Prologis International Funding II SA,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}","['FIG01998', 'str_sfdr8_aec', 'FIG02787', 'str_002_ec', 'FIG02787', 'str_002_ec', 'FIG05240', 'str_004_asec', 'FIG05240', 'str_004_asec', 'FIG05240', 'str_004_asec', 'FIG05240', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIG05402', 'str_004_asec', 'LXMS0020', 'str_sfdr8_aec', 'LXMS0020', 'str_sfdr8_aec', 'PFIT0605', 'str_sfdr8_aec', 'PFIT0605', 'str_sfdr8_aec', 'PFS00001', 'str_sfdr8_aec', 'PFS00001', 'str_sfdr8_aec', 'PFS00002', 'str_sfdr8_aec', 'PFS00059', 'str_sfdr8_aec', 'PFS00059', 'str_sfdr8_aec']",[]
G15416,5038078055,Worley Us Finance Sub Ltd,['str_004_asec'],,[],[]
G05550,5000609627,Ignitis Grupe AB,"['str_004_asec', 'scs_002_ec']",,[],[]
C13021,4295873396,Yes Bank Ltd,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']","{'str_001_s': 'FLAG', 'str_002_ec': 'OK', 'str_003_ec': 'FLAG', 'str_003b_ec': 'OK', 'str_004_asec': 'FLAG', 'str_006_sec': 'FLAG', 'str_sfdr8_aec': 'FLAG', 'scs_001_sec': 'FLAG', 'cs_003_sec': 'OK', 'scs_002_ec': 'FLAG'}",[],[]
H08629,5045859528,Talent Yield (Euro) Ltd,"['str_002_ec', 'str_004_asec', 'str_005_ec']",,[],[]
J37751,5073798804,Saudi Electricity Global Sukuk Co 5,"['str_004_asec', 'scs_001_sec']",,[],[]
G50199,5038911471,Global Power Synergy PCL,['str_004_asec'],,[],[]
J23723,5073962722,Swisscom Finance BV,['scs_002_ec'],,[],[]
R58375,4295879546,Asahi Printing Co Ltd,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
L48876,5082058029,Saudi Electricity Sukuk Programme Co,"['str_001_s', 'str_006_sec']",,[],[]
H21765,4295861031,Valeant Pharmaceuticals International Inc,['str_001_s'],,[],[]
R67587,4296444362,Affinity Water East Ltd,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
R76453,4295886086,Los Portales SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R70782,4296734932,ENEL Investment Holding BV,['scs_002_ec'],,[],[]
F74445,4295863912,NanJing Pharmaceutical Co Ltd,['str_006_sec'],,[],[]
,4296219994,Equus Cayman Finance Ltd,['str_006_sec'],,[],[]
,5063722833,Wind Four Renergy Pvt Ltd,['str_001_s'],,[],[]
E91136,4295880886,Flask Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
R96789,4297199350,Altadis Finance BV,"['str_001_s', 'str_002_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
C70330,4297056128,Teva Pharmaceutical Finance Company BV,"['str_002_ec', 'str_005_ec']",,[],[]
J56988,5040931891,SE Green Energy Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
R85545,4296765950,Navistar Financial SA de CV SOFOM ER,"['str_005_ec', 'scs_002_ec']",,[],[]
J65875,5047640457,Jeju Daedong Industrial Co Ltd,['str_006_sec'],,[],[]
,5001101269,Barclays Bank PLC (Hong Kong Branch),"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
R85952,4295875523,Dalmine SpA,['scs_001_sec'],"{'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
H37378,5046717052,GE Capital Treasury Services (US) LLC,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
H59279,5048743787,HeeMang Sunlight Power Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
,5000267003,International Ballater Resources Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295862765,Nine Energy Canada Inc,['str_006_sec'],,[],[]
,5000419337,Malette Quebec Inc,['str_006_sec'],,[],[]
R40807,4295913796,Inkine Pharmaceutical Company Inc,['str_001_s'],,[],[]
,4295970934,Arc Resins International Corp,['str_006_sec'],,[],[]
,5035391687,Gates Acquisitions Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
,5045506668,Abengoa Greenbridge SA,"['str_001_s', 'str_004_asec']",,[],[]
F20794,4298286739,Grupo Aeromexico SAB de CV,"['str_002_ec', 'str_005_ec']",,[],[]
,5000050605,ABB Capital BV,['str_006_sec'],,[],[]
R62033,4297600112,Dominion Resources Capital Trust I,['scs_002_ec'],,[],[]
,4295897083,Finning Holdings,"['str_004_asec', 'scs_001_sec']",,[],[]
,4296543238,Volkswagen Investments Ltd,"['str_001_s', 'str_004_asec']",,[],[]
,4296905881,Orica Finance Ltd,['scs_002_ec'],,[],[]
R55240,4295904770,Prologis,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
K36000,5068312521,Desktop Metal Inc,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec']",,[],[]
,5073634730,Shenzhen Neptune Intron Biotechnology Co Ltd,['str_001_s'],,[],[]
D30977,4295863773,Beijing Aerospace Changfeng Co Ltd,['str_004_asec'],,[],[]
F58740,4295865367,Beijing Wandong Medical Technology Co Ltd,['str_001_s'],,[],[]
F83108,4295870439,General Commercial and Industrial SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
D32327,4295864874,Gui Zhou Tyre Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
D31434,4295864660,Guodian Nanjing Automation Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
D31523,4295863664,Tibet Rhodiola Pharmaceutical Holding Co,"['str_004_asec', 'scs_001_sec']",,[],[]
,4297390527,Topaz Energy and Marine SAOG,['str_001_s'],,[],[]
D31560,4295865529,Phenix Optics Co Ltd,['str_001_s'],,[],[]
F52119,4295865514,Shanghai Bright Meat Group Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
D31425,4295865324,Grinm Advanced Materials Co Ltd,['str_001_s'],,[],[]
D57885,4297400540,Lydec SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
I19076,5035093099,RLJ Lodging Trust LP,['str_001_s'],,[],[]
,4295912803,Timios National Corp,['str_001_s'],,[],[]
F86052,4295885978,GR Holding SA,['str_001_s'],,[],[]
,4296363109,Mazda Credit Inc,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
G63399,5039932582,Odysight.AI Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,4296396784,RBF Finance Co,"['str_004_asec', 'scs_002_ec']",,[],[]
E90992,4295882610,Dong A Eltek Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
R54195,4295907239,Ncs Healthcare LLC,"['str_004_asec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'str_sfdr8_aec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4296851877,Axus Nederland NV,"['str_004_asec', 'scs_001_sec']",,[],[]
,5000068758,AffiParis SA,['str_006_sec'],,[],[]
R55746,4295889967,Scania AB,['str_006_sec'],,[],[]
,4295878055,Toyota Woodyou Home Corp,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
,5067844598,DBL Bangalore Nidagatta Highways Pvt Ltd,['str_001_s'],,[],[]
J89823,5080176675,Kalkinma Yatirim Varlik Kiralama AS,['str_001_s'],,[],[]
M22288,5077893826,Resco Global Wind Services Pvt Ltd,['str_001_s'],,[],[]
M18772,5067844573,DBL Borgaon Watambare Highways Pvt Ltd,['str_001_s'],,[],[]
,5000740044,Guangzhou Pharmaceuticals Co Ltd,['str_001_s'],,[],[]
,5001404003,Toyota Leasing Polska Sp z o o,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
F89131,5001417690,WiseChip Semiconductor Inc,['str_001_s'],,[],[]
M27135,5067942375,Dbl Nidagatta Mysore Highways Pvt Ltd,['str_001_s'],,[],[]
D24733,4295897794,Egdon Resources PLC,['str_001_s'],,[],[]
H08410,4296171098,Scotiabank Trinidad and Tobago Ltd,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_003b_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4295941033,Hitech Drilling Services India Ltd,['str_001_s'],,[],[]
,4297371815,CWS Lackfabrik Conrad W Schmidt GmbH & Co KG,"['str_004_asec', 'scs_001_sec']",,[],[]
D29316,4295863512,Almendral SA,['scs_002_ec'],,[],[]
R78911,4296407884,Cummins Capital Trust I,"['str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
E90698,4295882470,Eehwa Construction,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,5044364577,SeaBird Exploration Finance Ltd,['str_004_asec'],,[],[]
R48585,4295905453,Advent Software Inc,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
,4296715183,Teco Capital Trust II,['scs_002_ec'],,[],[]
R51658,4295906485,First Health Group Corp,"['str_004_asec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'str_sfdr8_aec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4297198834,Telex Communications Intermediate Holdings LLC,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
R66466,4296540366,Barclays SLCSM Funding BV,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,5068480254,Husky AU Finco LLC,"['str_004_asec', 'scs_001_sec']",,[],[]
,4298010047,DelSolar Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
R57957,4295867393,Rio Tinto France SAS,['scs_001_sec'],"{'str_001_s': 'FLAG', 'str_002_ec': 'EXCLUDED', 'str_003_ec': 'FLAG', 'str_006_sec': 'FLAG', 'str_sfdr8_aec': 'FLAG', 'scs_001_sec': 'FLAG', 'cs_003_sec': 'FLAG', 'scs_002_ec': 'FLAG'}",[],[]
,5000053898,International Power Finance (Jersey) II Ltd,['scs_001_sec'],,[],[]
,4296419787,3M Deutschland GmbH,['scs_001_sec'],,[],[]
R68519,4295865763,Veolia Energie CR as,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
R53519,4295904429,Longs Drug Stores Corp,"['str_004_asec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'str_sfdr8_aec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4297825569,BSP Finance BV,['scs_002_ec'],,[],[]
,4298426087,ROHM AND HAAS DENMARK FINANCE A/S,['str_004_asec'],,[],[]
R56924,4295911477,Synergetics USA Inc,['str_001_s'],,[],[]
R63013,4295859890,Elevadores Atlas Schindler Ltda,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4296741619,Boc Gases Finance Ltd,['str_004_asec'],,[],[]
,4296720822,ENDESA Capital SAU,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295870207,AS Abwicklung und Solar Service AG i L,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
R54771,4296306882,PGS Trust I,['str_004_asec'],,[],[]
,5000434684,Engie Romania SA,['scs_001_sec'],,[],[]
,4296276672,Simtronics AS,['scs_001_sec'],,[],[]
,5040050645,Intralot Finance Luxembourg SA,['scs_002_ec'],,[],[]
,4296093073,PC Financial Partnership,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4295873103,Solvay Pharma India Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
,4297084924,Encana Holdings Finance Corp,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
R56526,4295955563,Textron Capital I,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
R59964,4296334804,Skoda Auto as,"['str_001_s', 'str_004_asec', 'scs_001_sec']","{'str_001_s': 'FLAG', 'str_002_ec': 'EXCLUDED', 'str_003_ec': 'EXCLUDED', 'str_004_asec': 'FLAG', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'EXCLUDED', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
F99079,4295955748,CECO Filters Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,5000074224,Noark Pipeline Finance LLC,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4295900978,Wind International LLC,"['str_001_s', 'str_006_sec']",,[],[]
,4295897038,British Alcan Aluminium Ltd,['scs_001_sec'],,[],[]
G28785,5040060043,Watercraft Capital SA,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_006_sec': 'EXCLUDED', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4297202369,HL&P Capital Trust II,['scs_002_ec'],,[],[]
R23798,4295902257,Santarus Inc,['str_001_s'],,[],[]
,4297007113,UPM-Kymmene Finance BV,['str_005_ec'],,[],[]
,4297260058,Galaxy Entertainment Finance Co Ltd,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
D43034,4295883004,GlobeOp Financial Services SA,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
D65883,4296144900,HSBC Auto Finance Inc,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
R27524,4297098003,DTE Energy Trust II,['scs_002_ec'],,[],[]
R56359,5000601127,TCI Communications Financing II,['scs_002_ec'],,[],[]
,4297963201,Eaton Finance SA NV,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4296140832,FPC Capital I,['scs_002_ec'],,[],[]
C83044,4295905267,Targa Energy LP,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295878111,KCM Corporation Co Ltd,['str_006_sec'],,[],[]
,4296026124,Ricoh Finance Nederland BV,['str_005_ec'],,[],[]
H54417,5000699323,Toyota Bank AO,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
R41011,4295904389,LL&E Royalty Trust,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,5000162506,Glencore Canada Financial Corp,['scs_002_ec'],,[],[]
R48338,4296340664,EIX Trust II,['str_004_asec'],{'str_004_asec': 'OK'},[],[]
,4297192078,JPMorgan Chase Capital XIII,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,5000682416,Deutsche Bank Capital Trust I,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,4297677332,JPMorgan Chase Capital XXI,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
R96800,4297178924,Deutsche Bank Capital Funding Trust IV,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,5000300071,Teva Pharmaceutical Finance II BV,"['str_002_ec', 'str_005_ec']",,[],[]
,4297062587,BNP Paribas Capital Trust VI,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,4296722884,BNP Paribas Capital Trust IV,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,4297821727,Deutsche Bank Contingent Capital Trust II,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
F67969,5000721709,AIC Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
F58811,5035251371,Hoang Anh Gia Lai Agricultural JSC,['str_006_sec'],,[],[]
H86272,5000541643,Guangdong Adway Construction Group Holdings Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
F69746,5000664558,Hubei Guochuang Hi-tech Material Co Ltd,['str_004_asec'],,[],[]
F81727,5000030715,Intexa SA,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R76445,4295957476,CrediScotia Financiera SA,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
F69817,4295917121,Unilever Consumer Care Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F86430,4295857955,Mineral Commodities Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
R25732,5000069317,Jeju Bank,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
D38808,4295886427,Mostostal Warszawa SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R66934,4295861535,Morguard Real Estate Investment Trust,"['str_001_s', 'str_006_sec']",,[],[]
F73904,4295887986,Natural Cool Holdings Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
F86906,4297116349,Nozha International Hospital SAE,"['str_004_asec', 'scs_001_sec']",,[],[]
F86975,4296292930,Oman and Emirates Investment Holding Company SAOG,['str_001_s'],,[],[]
G60128,5000790371,North Electricity Development and Investment No2 JSC,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
D46908,4295887381,National Gypsum Company SJSC,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
F20271,4295886386,Komputronik SA,['str_004_asec'],,[],[]
D42958,4295902051,Janel Corp,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec']",,[],[]
R40284,4295902674,Willdan Energy Co,"['str_004_asec', 'scs_001_sec']",,[],[]
F82314,5000565847,Jin Tong Ling Technology Group Co Ltd,['str_001_s'],,[],[]
G58359,4296817620,Makedonski Telekom ad Skopje,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK'}",[],[]
F10413,4295867737,Lanson BCC SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
G02378,5029074424,Mapfre Peru Vida Compania de Seguros y Reaseguros,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F79397,5000431466,Mtel ad Banja Luka,['str_001_s'],,[],[]
F83127,4295870528,Kiriacoulis Mediterranean Cruises Shipping SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,4296913291,Bausch Health Us LLC,['str_001_s'],,[],[]
,4295929526,Genderm Corp,['str_001_s'],,[],[]
,5035454931,General Energy Solutions Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
C05156,4297181711,Sound Surgical Technologies LLC,['str_001_s'],,[],[]
,5000601569,Spruce Falls Acquisition Corp,['str_006_sec'],,[],[]
,4297173898,Eyeonics Inc,['str_001_s'],,[],[]
